0,000000	-0,631713
0,000000	-2,307687
0,000100	-0,296518
0,000150	-1,302103
0,000200	-3,313272
0,000250	2,720235
0,000300	-7,000415
0,000350	-0,966908
0,000400	-2,642882
0,000450	-4,654051
0,000500	0,373871
0,000550	-1,637298
0,000600	0,373871
0,000650	2,720235
0,000700	2,720235
0,000750	6,407378
0,000800	7,412962
0,000850	14,452053
0,000900	29,535821
0,000950	53,669846
0,001000	46,630758
0,001050	51,323485
0,001100	58,362577
0,001150	63,390499
0,001200	65,736860
0,001250	75,457509
0,001300	78,139066
0,001350	86,854136
0,001400	89,535693
0,001450	96,239590
0,001500	98,585955
0,001550	103,949069
0,001600	108,306600
0,001650	112,664139
0,001700	119,032836
0,001750	119,703227
0,001800	128,753489
0,001850	127,412706
0,001900	134,451802
0,001950	138,138942
0,002000	138,474134
0,002050	144,172455
0,002100	146,854004
0,002150	148,865170
0,002200	152,552326
0,002250	155,904274
0,002300	157,915440
0,002350	161,937771
0,002400	164,619336
0,002450	166,630502
0,002500	170,317642
0,002550	171,323233
0,002600	173,334398
0,002650	175,680756
0,002700	177,691937
0,002750	175,680756
0,002800	179,032704
0,002850	175,345564
0,002900	178,697512
0,002950	181,714269
0,003000	180,373487
0,003050	180,038295
0,003100	184,060626
0,003150	182,384652
0,003200	183,725435
0,003250	183,725435
0,003300	184,060626
0,003350	185,401409
0,003400	185,401409
0,003450	184,395834
0,003500	189,088549
0,003550	186,071808
0,003600	186,742191
0,003650	187,747782
0,003700	186,742191
0,003750	189,088549
0,003800	188,082974
0,003850	188,082974
0,003900	191,434922
0,003950	189,423756
0,004000	192,105305
0,004050	192,775704
0,004100	191,099730
0,004150	191,434922
0,004200	192,775704
0,004250	190,094139
0,004300	193,110896
0,004350	193,781279
0,004400	193,110896
0,004450	193,446088
0,004500	194,116471
0,004550	193,781279
0,004600	194,451678
0,004650	194,786870
0,004700	196,127653
0,004750	193,446088
0,004800	195,457253
0,004850	196,127653
0,004900	195,122062
0,004950	195,457253
0,005000	194,786870
0,005050	195,457253
0,005100	198,474010
0,005150	192,440497
0,005200	197,803627
0,005250	195,792445
0,005300	196,127653
0,005350	196,798036
0,005400	196,127653
0,005450	197,468419
0,005500	196,798036
0,005550	197,803627
0,005600	197,803627
0,005650	196,798036
0,005700	196,462844
0,005750	198,138818
0,005800	197,468419
0,005850	198,474010
0,005900	200,149984
0,005950	197,468419
0,006000	196,127653
0,006050	201,490767
0,006100	197,803627
0,006150	197,803627
0,006200	199,814792
0,006250	197,803627
0,006300	198,474010
0,006350	197,803627
0,006400	198,474010
0,006450	196,798036
0,006500	197,803627
0,006550	198,809202
0,006600	197,468419
0,006650	197,803627
0,006700	197,468419
0,006750	199,144393
0,006800	198,138818
0,006850	199,144393
0,006900	199,814792
0,006950	197,803627
0,007000	199,479601
0,007050	199,479601
0,007100	197,803627
0,007150	197,468419
